Scan                   , Photon Energy, start run#, end run#, Sample             , Current (mA), Filter setting, Gain settting, MCP Voltage, MCP Polarization, Slope on, intercept on, jitter on, Slope off, intercept off, jitter off
Current measurement#604, 54eV         ,     905256,   905256, SiO2/CuO/FeCo/SiO2 , 40mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#605, 54eV         ,     905257,   905257, SiO2/CuO/FeCo/SiO2 , 40mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#606, 54eV         ,     905258,   905258, SiO2/CuO/FeCo/SiO2 , 20mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#607, 54eV         ,     905259,   905259, SiO2/CuO/FeCo/SiO2 , 20mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#608, 54eV         ,     905260,   905260, SiO2/CuO/FeCo/SiO2 , 20mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#609, 54eV         ,     905261,   905261, SiO2/CuO/FeCo/SiO2 , -20mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#610, 54eV         ,     905262,   905262, SiO2/CuO/FeCo/SiO2 , -20mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#611, 54eV         ,     905263,   905263, SiO2/CuO/FeCo/SiO2 , -20mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#612, 54eV         ,     905264,   905264, SiO2/CuO/FeCo/SiO2 , -40mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#613, 54eV         ,     905265,   905265, SiO2/CuO/FeCo/SiO2 , -40mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#614, 54eV         ,     905266,   905266, SiO2/CuO/FeCo/SiO2 , -40mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#615, 54eV         ,     905267,   905267, SiO2/CuO/FeCo/SiO2 , -60mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#616, 54eV         ,     905268,   905268, SiO2/CuO/FeCo/SiO2 , -60mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#617, 54eV         ,     905269,   905269, SiO2/CuO/FeCo/SiO2 , -60mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#618, 54eV         ,     905270,   905270, SiO2/CuO/FeCo/SiO2 , -80mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#619, 54eV         ,     905271,   905271, SiO2/CuO/FeCo/SiO2 , -80mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#620, 54eV         ,     905272,   905272, SiO2/CuO/FeCo/SiO2 , -80mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#621, 54eV         ,     905273,   905273, SiO2/CuO/FeCo/SiO2 , -100mA      ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#622, 54eV         ,     905274,   905274, SiO2/CuO/FeCo/SiO2 , -100mA      ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#623, 54eV         ,     905275,   905275, SiO2/CuO/FeCo/SiO2 , -100mA      ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
                       ,              ,           ,         ,                    ,             ,               ,              ,            ,                 ,         ,             ,          ,          ,              ,     
Current measurement#625, 55eV         ,     905277,   905277, SiO2/CuO/FeCo/SiO2 , 100mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#626, 55eV         ,     905278,   905278, SiO2/CuO/FeCo/SiO2 , 100mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#627, 55eV         ,     905279,   905279, SiO2/CuO/FeCo/SiO2 , 100mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#628, 55eV         ,     905281,   905281, SiO2/CuO/FeCo/SiO2 , 80mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#629, 55eV         ,     905282,   905282, SiO2/CuO/FeCo/SiO2 , 80mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#630, 55eV         ,     905283,   905283, SiO2/CuO/FeCo/SiO2 , 80mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#631, 55eV         ,     905284,   905284, SiO2/CuO/FeCo/SiO2 , 60mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#632, 55eV         ,     905285,   905285, SiO2/CuO/FeCo/SiO2 , 60mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#633, 55eV         ,     905286,   905286, SiO2/CuO/FeCo/SiO2 , 60mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#634, 55eV         ,     905287,   905287, SiO2/CuO/FeCo/SiO2 , 40mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#635, 55eV         ,     905288,   905288, SiO2/CuO/FeCo/SiO2 , 40mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#636, 55eV         ,     905289,   905289, SiO2/CuO/FeCo/SiO2 , 40mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#637, 55eV         ,     905290,   905290, SiO2/CuO/FeCo/SiO2 , 20mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#638, 55eV         ,     905291,   905291, SiO2/CuO/FeCo/SiO2 , 20mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#639, 55eV         ,     905292,   905292, SiO2/CuO/FeCo/SiO2 , 20mA        ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#640, 55eV         ,     905293,   905293, SiO2/CuO/FeCo/SiO2 , 0mA         ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#641, 55eV         ,     905294,   905294, SiO2/CuO/FeCo/SiO2 , 0mA         ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#642, 55eV         ,     905295,   905295, SiO2/CuO/FeCo/SiO2 , 0mA         ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#643, 55eV         ,     905296,   905296, SiO2/CuO/FeCo/SiO2 , -20mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#644, 55eV         ,     905297,   905297, SiO2/CuO/FeCo/SiO2 , -20mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
Current measurement#645, 55eV         ,     905298,   905298, SiO2/CuO/FeCo/SiO2 , -20mA       ,               , 500 pC/V     , -1.86kV    , -40             ,         ,             ,          ,          ,              ,     
